Age,Education,Skills,Interests,Recommended_Career
40,Bachelor's,marketing automation branding ppc,communications business creativity social media,Digital Marketer
21,Bachelor's,spark data warehousing sql,infrastructure analytics data engineering,Data Engineer
29,Bachelor's,sql docker spring boot,problem solving engineering software development,Backend Developer
20,Bachelor's,text classification transformers huggingface nltk natural language processing python,research technology language,NLP Engineer
24,Bachelor's,responsive design convolutional neural networks javascript,web development creative coding,Frontend Developer
19,Master's,css react ui development webpack,web development creative coding,Frontend Developer
19,Bachelor's,scrum project planning communication documentation jira leadership,strategy team collaboration leadership business,Project Manager
34,Bachelor's,kubernetes ansible linux monitoring docker,technology infrastructure engineering system reliability,DevOps Engineer
19,Master's,tensorflow deep learning research computer vision natural language processing pytorch,innovation research artificial intelligence,AI Researcher
22,Master's,python system design rest api,problem solving system architecture,Backend Developer
29,Bachelor's,process modeling agile stakeholder management documentation,management strategy problem solving,Business Analyst
24,Bachelor's,webpack react typescript,user experience web development technology creative coding,Frontend Developer
30,Master's,stakeholder management budgeting risk management communication project planning jira,management team collaboration leadership,Project Manager
38,PhD,monitoring kubernetes ci/cd shell scripting linux git,system reliability engineering,DevOps Engineer
24,Bachelor's,huggingface pytorch nltk deep learning natural language processing python,language research,NLP Engineer
27,Bachelor's,databases nodejs spring boot,problem solving software development technology engineering,Backend Developer
23,Master's,rest api mobile ui react native ios android,app development technology user experience mobile technology,Mobile Developer
40,Master's,data analysis scikit-learn pandas deep learning statistics python,artificial intelligence research,Data Scientist
29,Bachelor's,pytorch docker python,technology automation research,Machine Learning Engineer
31,Bachelor's,user research figma wireframing usability testing,technology design user experience,UI/UX Designer
28,Bachelor's,python convolutional neural networks data augmentation,artificial intelligence technology photography computer vision,Computer Vision Engineer
35,Bachelor's,pcb design rtos microcontrollers hardware programming,engineering automation electronics,Embedded Systems Engineer
35,Bachelor's,power bi pandas data visualization,analytics finance decision making,Data Analyst
31,PhD,figma usability testing user research design thinking prototyping,psychology technology user experience,UI/UX Designer
39,Master's,social media storytelling marketing content planning wordpress,marketing media creativity,Content Strategist
38,Bachelor's,html docker rest api sql javascript nodejs,software engineering problem solving technology web development,Full Stack Developer
19,Bachelor's,mobile ui flutter swift java react native,user experience mobile technology,Mobile Developer
18,Bachelor's,design thinking sketch user research css ui design usability testing,psychology user experience technology creativity,UI/UX Designer
34,PhD,spark sql hadoop cloud platforms,big data analytics,Data Engineer
18,Bachelor's,kotlin mobile ui react native swift firebase flutter,design technology user experience,Mobile Developer
36,Bachelor's,java kotlin ios rtos,technology user experience design,Mobile Developer
26,Bachelor's,marketing content writing analytics storytelling,media marketing,Content Strategist
18,Master's,documentation communication budgeting agile,business team collaboration,Project Manager
27,PhD,agile power bi sql,business problem solving management,Business Analyst
28,Bachelor's,rest api mobile ui ios java android react native,mobile technology app development,Mobile Developer
38,Bachelor's,cloud platforms hadoop data pipelines etl,infrastructure big data technology data engineering,Data Engineer
31,Bachelor's,networking terraform cloud architecture kubernetes,engineering infrastructure,Cloud Engineer
26,Master's,user research wireframing css figma prototyping ui design,psychology user experience creativity,UI/UX Designer
21,PhD,ci/cd aws networking terraform,infrastructure cloud computing engineering,Cloud Engineer
40,Bachelor's,vulnerability assessment linux ethical hacking,privacy technology,Cybersecurity Analyst
40,Master's,ios c hardware programming serial communication c++,hardware iot engineering,Embedded Systems Engineer
20,Master's,aws cloud architecture linux google cloud networking,infrastructure automation technology,Cloud Engineer
30,Bachelor's,ppc seo marketing automation social media marketing google analytics email marketing,creativity business communications,Digital Marketer
30,Master's,jira leadership stakeholder management,management team collaboration leadership strategy,Project Manager
22,Bachelor's,vulnerability assessment python penetration testing,technology privacy cybersecurity digital forensics,Cybersecurity Analyst
38,Bachelor's,mlops docker feature engineering,technology software engineering automation,Machine Learning Engineer
30,Bachelor's,serial communication assembly microcontrollers iot,automation hardware,Embedded Systems Engineer
23,Master's,kubernetes ci/cd cloud architecture,engineering automation infrastructure technology,Cloud Engineer
28,Master's,social media marketing marketing automation branding,business marketing,Digital Marketer
28,Bachelor's,deep learning bert python text classification pytorch huggingface,linguistics artificial intelligence,NLP Engineer
18,Bachelor's,deep learning nltk pytorch text classification bert huggingface,artificial intelligence language research technology,NLP Engineer
23,Bachelor's,c iot serial communication assembly c++,hardware iot engineering electronics,Embedded Systems Engineer
19,PhD,docker system design microservices databases,problem solving engineering software development,Backend Developer
39,Master's,aws docker kubernetes,technology engineering automation,DevOps Engineer
35,Bachelor's,stakeholder management agile power bi sql excel,management analytics,Business Analyst
25,PhD,huggingface bert python deep learning,technology artificial intelligence,NLP Engineer
28,Bachelor's,ansible terraform shell scripting aws git monitoring,engineering technology,DevOps Engineer
31,Bachelor's,copywriting branding data analysis seo,marketing business creativity communications,Digital Marketer
20,Bachelor's,stakeholder management risk management agile budgeting communication,management business leadership team collaboration,Project Manager
21,Bachelor's,serial communication c++ c,electronics hardware,Embedded Systems Engineer
36,PhD,swift firebase kotlin mobile ui rest api,user experience mobile technology app development design,Mobile Developer
26,Bachelor's,firebase flutter mobile ui,design app development mobile technology,Mobile Developer
21,Master's,data warehousing sql hadoop kafka,technology analytics,Data Engineer
33,PhD,marketing automation ppc google analytics,social media creativity marketing,Digital Marketer
29,Master's,prototyping user research usability testing wireframing,technology creativity design psychology,UI/UX Designer
18,Bachelor's,power bi tensorflow python mlops model deployment deep learning,technology research,Machine Learning Engineer
27,Master's,business intelligence excel data analysis process modeling requirements gathering,business strategy problem solving analytics,Business Analyst
25,Master's,aws kubernetes terraform,automation system reliability engineering infrastructure,DevOps Engineer
32,Bachelor's,python network security ethical hacking vulnerability assessment,technology cybersecurity privacy problem solving,Cybersecurity Analyst
35,Master's,embedded linux microcontrollers rtos iot c++ c,electronics engineering,Embedded Systems Engineer
27,PhD,c rtos hardware programming assembly pcb design serial communication,iot hardware engineering electronics,Embedded Systems Engineer
38,Master's,pytorch deep learning opencv,artificial intelligence technology,Computer Vision Engineer
39,PhD,content marketing ppc social media marketing email marketing,communications marketing social media business,Digital Marketer
36,PhD,nodejs python databases spring boot sql microservices,technology engineering software development,Backend Developer
27,Bachelor's,pytorch mathematics natural language processing computer vision python paper writing,research innovation artificial intelligence,AI Researcher
33,PhD,pcb design serial communication incident response,hardware iot automation electronics,Embedded Systems Engineer
27,Bachelor's,machine learning statistics sql,research technology analytics artificial intelligence,Data Scientist
27,Bachelor's,data pipelines data warehousing kafka sql spark cloud platforms,analytics data engineering technology big data,Data Engineer
31,Bachelor's,microservices spring boot nodejs,problem solving software development system architecture,Backend Developer
40,Master's,ci/cd linux docker git,automation technology,DevOps Engineer
19,PhD,vue javascript responsive design react,web development technology,Frontend Developer
30,PhD,kubernetes git monitoring linux,infrastructure technology,DevOps Engineer
27,Bachelor's,git docker ansible kubernetes,engineering system reliability,DevOps Engineer
39,PhD,google cloud kubernetes docker terraform,automation engineering,Cloud Engineer
25,Bachelor's,communication stakeholder management jira project planning documentation leadership,leadership management,Project Manager
20,PhD,java ios stakeholder management android,user experience technology mobile technology,Mobile Developer
28,Bachelor's,penetration testing ethical hacking python network security,cybersecurity privacy digital forensics,Cybersecurity Analyst
20,Master's,deep learning tensorflow feature engineering,automation artificial intelligence,Machine Learning Engineer
30,PhD,email marketing numpy scikit-learn deep learning,artificial intelligence technology analytics,Data Scientist
27,Master's,rtos microcontrollers assembly c c++,hardware iot automation engineering,Embedded Systems Engineer
36,Master's,python siem cryptography ethical hacking,cybersecurity privacy,Cybersecurity Analyst
23,Bachelor's,ci/cd git terraform,technology system reliability infrastructure engineering,DevOps Engineer
18,Bachelor's,spring boot docker rest api java,technology system architecture,Backend Developer
18,Bachelor's,content marketing social media marketing marketing automation branding,social media creativity,Digital Marketer
27,Bachelor's,python databases nodejs sql spring boot java,system architecture technology engineering software development,Backend Developer
22,Master's,excel sql business intelligence process modeling,analytics business,Business Analyst
18,PhD,hardware programming pcb design embedded linux,electronics engineering automation,Embedded Systems Engineer
34,Master's,nltk deep learning huggingface natural language processing,linguistics technology research,NLP Engineer
30,Master's,docker html css sql nodejs git,entrepreneurship web development,Full Stack Developer
28,Master's,adobe xd prototyping ui design,user experience psychology creativity design,UI/UX Designer
40,Bachelor's,pytorch react webpack css javascript,user experience design web development technology,Frontend Developer
37,Master's,kafka data pipelines data warehousing cloud platforms sql spark,data engineering analytics infrastructure technology,Data Engineer
36,Bachelor's,business intelligence power bi pandas data visualization tableau,data science decision making finance,Data Analyst
20,Bachelor's,process modeling excel agile data analysis sql,strategy problem solving,Business Analyst
28,Bachelor's,webpack typescript css figma javascript,web development user experience technology creative coding,Frontend Developer
38,PhD,hadoop spark cloud platforms data warehousing sql,big data technology data engineering,Data Engineer
24,PhD,rest api spring boot databases python,technology engineering system architecture problem solving,Backend Developer
25,Master's,statistics pytorch mathematics computer vision deep learning tensorflow,academia innovation artificial intelligence,AI Researcher
18,Master's,content marketing social media marketing data analysis marketing automation copywriting,business marketing communications,Digital Marketer
22,Bachelor's,git shell scripting kubernetes aws linux monitoring,engineering infrastructure automation,DevOps Engineer
39,Bachelor's,prototyping design thinking user research,design user experience,UI/UX Designer
38,PhD,communication scrum stakeholder management,strategy team collaboration business management,Project Manager
22,Bachelor's,ci/cd terraform docker aws google cloud,infrastructure technology cloud computing,Cloud Engineer
31,Bachelor's,serial communication c++ embedded linux mongodb,iot hardware electronics engineering,Embedded Systems Engineer
33,Bachelor's,rtos c hardware programming c++ embedded linux assembly,electronics automation engineering,Embedded Systems Engineer
29,Bachelor's,project planning stakeholder management scrum documentation communication agile,business strategy leadership management,Project Manager
34,PhD,rest api databases python,problem solving system architecture technology software development,Backend Developer
32,Master's,deep learning machine learning statistics python scikit-learn,research data science,Data Scientist
26,PhD,email marketing social media marketing marketing automation,communications social media business,Digital Marketer
30,Bachelor's,cryptography incident response vulnerability assessment,technology problem solving,Cybersecurity Analyst
24,Master's,analytics copywriting content planning content writing seo,marketing writing,Content Strategist
21,Bachelor's,mlops docker tensorflow scikit-learn machine learning pytorch,software engineering artificial intelligence research technology,Machine Learning Engineer
28,Master's,pytorch nltk python natural language processing text classification transformers,artificial intelligence research language technology,NLP Engineer
35,Bachelor's,kubernetes aws docker,engineering cloud computing infrastructure automation,Cloud Engineer
34,Bachelor's,marketing automation copywriting seo ppc data analysis,marketing communications,Digital Marketer
38,Bachelor's,css vue react responsive design,design creative coding user experience web development,Frontend Developer
31,Bachelor's,machine learning data visualization pandas python deep learning scikit-learn,technology data science,Data Scientist
30,PhD,javascript nodejs sql html css,problem solving technology web development,Full Stack Developer
18,Bachelor's,android java ios kotlin mobile ui,technology design user experience app development,Mobile Developer
29,Bachelor's,shell scripting ci/cd aws terraform docker,automation infrastructure technology,DevOps Engineer
21,PhD,tensorflow deep learning mathematics python computer vision natural language processing,academia artificial intelligence research innovation,AI Researcher
38,Bachelor's,natural language processing bert spacy text classification,artificial intelligence technology research language,NLP Engineer
36,Master's,data visualization pandas machine learning statistics deep learning data analysis,artificial intelligence analytics,Data Scientist
34,Bachelor's,ios mobile ui android,mobile technology app development technology,Mobile Developer
29,Bachelor's,marketing social media storytelling python,writing creativity,Content Strategist
30,Bachelor's,power bi business intelligence sql,business strategy,Business Analyst
33,Master's,networking cloud architecture ci/cd,technology automation,Cloud Engineer
39,Master's,analytics wordpress copywriting seo content planning content writing,creativity marketing,Content Strategist
27,Bachelor's,wireframing usability testing prototyping css,psychology design creativity,UI/UX Designer
28,Master's,computer vision python deep learning tensorflow,research artificial intelligence photography,Computer Vision Engineer
36,Bachelor's,rest api nodejs docker sql spring boot,system architecture problem solving software development technology,Backend Developer
35,Master's,data warehousing python hadoop airflow cloud platforms spark,infrastructure data engineering big data technology,Data Engineer
34,PhD,adobe xd ui design figma design thinking usability testing,psychology technology,UI/UX Designer
37,PhD,incident response vulnerability assessment network security python ethical hacking,technology cybersecurity,Cybersecurity Analyst
35,Master's,documentation budgeting scrum leadership,management business team collaboration,Project Manager
27,Master's,pandas statistics tableau sql business intelligence scikit-learn,finance business,Data Analyst
20,Master's,huggingface deep learning python transformers,artificial intelligence research language,NLP Engineer
26,Bachelor's,email marketing ppc copywriting marketing automation google analytics,business communications creativity,Digital Marketer
23,Bachelor's,javascript responsive design vue css,user experience creative coding web development design,Frontend Developer
28,Master's,pandas data analysis python statistics numpy deep learning,technology artificial intelligence analytics data science,Data Scientist
22,Bachelor's,business intelligence pandas statistics data visualization sql power bi,finance analytics business data science,Data Analyst
26,Bachelor's,system design figma css html responsive design,design creative coding technology,Frontend Developer
37,Master's,pytorch object detection computer vision data augmentation,research technology computer vision artificial intelligence,Computer Vision Engineer
18,Master's,linux aws shell scripting kubernetes,infrastructure technology system reliability,DevOps Engineer
23,Bachelor's,documentation stakeholder management sql,business problem solving,Business Analyst
34,PhD,javascript git html nodejs css,technology entrepreneurship problem solving,Full Stack Developer
35,Bachelor's,data analysis social media marketing email marketing branding,creativity communications business,Digital Marketer
19,Master's,python statistics tensorflow research,innovation academia technology artificial intelligence,AI Researcher
20,Bachelor's,bert spacy nltk,technology linguistics research artificial intelligence,NLP Engineer
33,Bachelor's,stakeholder management communication risk management agile jira scrum,business strategy leadership,Project Manager
29,Master's,scikit-learn mlops docker feature engineering machine learning pytorch,technology automation artificial intelligence,Machine Learning Engineer
22,Bachelor's,docker git react,software engineering technology,Full Stack Developer
39,Bachelor's,statistics business intelligence power bi,finance analytics business,Data Analyst
23,PhD,deep learning computer vision pytorch python mathematics research,innovation academia technology,AI Researcher
21,Bachelor's,rtos microcontrollers assembly,engineering iot hardware,Embedded Systems Engineer
23,Master's,stakeholder management agile project planning risk management leadership communication,team collaboration leadership strategy management,Project Manager
31,Bachelor's,communication project planning jira python risk management scrum,leadership management,Project Manager
39,Bachelor's,pytorch spacy nltk huggingface python,language artificial intelligence research,NLP Engineer
27,Bachelor's,project planning documentation scrum leadership stakeholder management,leadership management business team collaboration,Project Manager
